title,artist.hotttnesss,artist.id,artist.name,duration,familiarity,latitude,longitude,loudness,release.id,release.name,similar,song.hotttnesss,song.id,tempo,terms,year
Shooby (Live Version),0.439024561,ARSYKGV1187B9A49CD,Nicole C. Mullen,237.16526,0.614642954,37.15735675,-63.93335787,-5.643,7091,Live From Cincinnati_ Bringin' It Home,ARCQGTE1187B98F814,,SONSSFN12A58A7C412,104.039,ccm,0
Forever You Reign (Album),0.439024561,ARSYKGV1187B9A49CD,Nicole C. Mullen,268.43383,0.614642954,37.15735675,-63.93335787,-4.714,367883,6 PICKS: Essential Radio Hits EP,ARCQGTE1187B98F814,0,SOBLYNT12A8C137046,124.228,ccm,0
The Christmas Song  (LP Version),0.439024561,ARSYKGV1187B9A49CD,Nicole Mullen,194.95138,0.614642954,37.15735675,-63.93335787,-14.419,6909,Christmas In Black and White,ARCQGTE1187B98F814,,SOUCZLL12A58A819B7,94.012,ccm,0
We Are One,0.438942655,AR71WYS1187FB5170D,Kelly Sweet,504.92036,0.606146076,37.15735675,-63.93335787,-7.321,633510,We Are One Remixes,AR9ARLI1187FB59451,0.253999077,SOUDHVE12AB01828C2,135.015,chill-out,2007
One More Time (Kennedy Center Homecoming Version),0.43893285,AR1IY711187B9B0B50,The Katinas,159.26812,0.606901383,37.15735675,-63.93335787,-10.599,143821,Kennedy Center Homecoming,ARSM2YU1187B99D602,0,SOUUQXL12A8C1339FE,80.945,ccm,0
Under The Palms,0.438779161,ARKQ6QN1187B9B016D,Photek,157.3873,0.645426499,52.05777,1.14378,-15.006,29172,Solaris,ARVXGIR1187FB3BB86,0.468997788,SOYASGU12A6D4F89BE,105.085,jungle music,2000
Terminus,0.438779161,ARKQ6QN1187B9B016D,Photek,326.922,0.645426499,52.05777,1.14378,-7.272,29172,Solaris,ARVXGIR1187FB3BB86,0.601471027,SOMQUCX12A6D4F89B6,104.98,jungle music,2000
124,0.438779161,ARKQ6QN1187B9B016D,Photek,421.19791,0.645426499,52.05777,1.14378,-10.611,28863,Modus Operandi,ARVXGIR1187FB3BB86,,SOHOOPX12A58A7951E,161.772,jungle music,1997
Junk,0.438779161,ARKQ6QN1187B9B016D,Photek,327.88853,0.645426499,52.05777,1.14378,-6.282,29172,Solaris,ARVXGIR1187FB3BB86,,SOIFTWG12AF72A1F55,115.014,jungle music,2000
Thug Queen,0.43870167,AR32JLC1187B9946AF,X-Raided,242.59873,0.624573379,37.15735675,-63.93335787,-6.83,646749,The Unforgiven_ V.2: Assisted Suicide,ARTWSZX1187B9AEA22,0,SOELUMB12AB01819CE,161.976,gangster rap,0
Assisted Suicide 2.5,0.43870167,AR32JLC1187B9946AF,X-Raided,247.37914,0.624573379,37.15735675,-63.93335787,-10.069,780902,The Unforgiven Vol. 2.5,ARTWSZX1187B9AEA22,,SOTLUIS12AC468BB74,84.973,gangster rap,0
Fuckin' Wita Psycho,0.43870167,AR32JLC1187B9946AF,X-Raided,359.65342,0.624573379,37.15735675,-63.93335787,-6.644,816522,X-Filez V.1: 24 Garden Blocc Classics,ARTWSZX1187B9AEA22,,SOAFKTW12AB018A7A2,178.934,gangster rap,0
Who's Tha Hoe?,0.43870167,AR32JLC1187B9946AF,X-Raided,159.4771,0.624573379,37.15735675,-63.93335787,-7.325,262440,Psycho Active,ARTWSZX1187B9AEA22,0.439202489,SOFWUBT12A8C13A9C7,117.882,gangster rap,0
Liftoff,0.43870167,AR32JLC1187B9946AF,X-Raided,281.83465,0.624573379,37.15735675,-63.93335787,-6.392,751159,Bloc Bizniz,ARTWSZX1187B9AEA22,0,SOHFJRL12AB0185571,73.052,gangster rap,0
Whatever It Took,0.43870167,AR32JLC1187B9946AF,X-Raided,210.70322,0.624573379,37.15735675,-63.93335787,-3.103,646761,The Unforgiven_ V.1: ...In The Beginning,ARTWSZX1187B9AEA22,0.304169503,SOCHVFS12AB0181009,115.717,gangster rap,0
Thug Love,0.43870167,AR32JLC1187B9946AF,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,260.44036,0.624573379,37.15735675,-63.93335787,-7.545,816512,X-Filez V.3: The Madman Era,ARTWSZX1187B9AEA22,0,SOFAICL12AB018F914,130.421,gangster rap,0
The Matter With You (Part I_ Ii_ Iii),0.438234414,ARBXIDR1187B9AB77E,Avril,651.59791,0.897178039,37.15735675,-63.93335787,-10.718,279570,Now It's Spring,ARRTJO11187FB4D026,,SOMSKPE12A6D4FA09D,86.589,trip hop,2000
The Date (Remix By Ana Rago),0.438234414,ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,188.39465,0.897178039,37.15735675,-63.93335787,-18.397,123825,The Date - Dated Girls Remixes,ARRTJO11187FB4D026,,SOVCZHI12A6D4FAB0D,85.282,trip hop,2002
Got The Bull By The Horns,0.438168226,ARTBFV61187FB3C250,Johnny Horton,131.81342,0.610427725,34.05349,-118.24532,-11.011,284600,The Spectacular Johnny Horton,ARNG1DH1187FB3AB56,,SOSCFFU12A8C134C67,87.653,country rock,1996
The Woman I Need (Honky Tonk Mind),0.438168226,ARTBFV61187FB3C250,Johnny Horton,132.23138,0.610427725,34.05349,-118.24532,-11.806,477767,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,ARNG1DH1187FB3AB56,0.439202489,SOYRTWG12A8C142BC1,179.49,country rock,2000
Old Gobbler the Hound Dog,0.438168226,ARTBFV61187FB3C250,Johnny Horton,119.90159,0.610427725,34.05349,-118.24532,-8.787,692427,Replay: Johnny Horton,ARNG1DH1187FB3AB56,,SOMNRTW12AB0185CDE,181.9,country rock,0
Go And Wash (Those Dirty Feet),0.438168226,ARTBFV61187FB3C250,Johnny Horton,138.86649,0.610427725,34.05349,-118.24532,-16.059,653183,Country Legend,ARNG1DH1187FB3AB56,,SOGMTCP12A58A81E46,104.284,country rock,2005
The Battle Of New Orleans,0.438168226,ARTBFV61187FB3C250,Johnny Horton,148.79302,0.610427725,34.05349,-118.24532,-8.601,792359,100 Country Classics,ARNG1DH1187FB3AB56,,SONJEYU12AC468C050,179.311,country rock,1959
The Golden Rocket,0.438168226,ARTBFV61187FB3C250,Johnny Horton,123.402,0.610427725,34.05349,-118.24532,-15.419,477767,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,ARNG1DH1187FB3AB56,,SOJEUFH12A8C1360BB,226.146,country rock,1996
Train_ Train (LP Version),0.437987748,ARKE7ZQ1187FB504BB,Blackfoot,177.8673,0.604296587,37.15735675,-63.93335787,-12.347,129747,Strikes,AR01VU31187B997DA0,0.309142955,SOVRUGO12A8151D3B3,121.483,southern rock,0
Dream On (LP Version),0.437987748,ARKE7ZQ1187FB504BB,Blackfoot,316.99546,0.604296587,37.15735675,-63.93335787,-12.377,129804,Tomcattin',AR01VU31187B997DA0,0.556541104,SONDPIA12A8151CE96,123.415,southern rock,0
Blackfoot Allstars,0.437987748,ARKE7ZQ1187FB504BB,Blackfoot,232.85506,0.604296587,37.15735675,-63.93335787,-5.965,618793,Westcoast Lyricist Lounge,AR01VU31187B997DA0,0,SORATFS12AAFF4074B,97.003,southern rock,0
Heart's Grown Cold (LP Version),0.437987748,ARKE7ZQ1187FB504BB,Blackfoot,204.09424,0.604296587,37.15735675,-63.93335787,-11.774,46679,Siogo,AR01VU31187B997DA0,0.355285536,SOJHFYS12A58A7BC23,146.186,southern rock,0
Niev nietch nievitch,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,254.06649,0.652367864,37.15735675,-63.93335787,-6.01,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.394394856,SOBQBWP12AB018611B,137.888,chanson,1999
L'education du corps des porcs,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,287.242,0.652367864,37.15735675,-63.93335787,-5.612,421963,Croc' noces,AR7VA9B1187B99CFFF,0.299877488,SOCWHIU12AB01872DA,149.591,chanson,2001
Printemps,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,189.3873,0.652367864,37.15735675,-63.93335787,-8.789,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.437036204,SOYRCTM12AB01860FA,148.633,chanson,1999
Flamme & co,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,404.45342,0.652367864,37.15735675,-63.93335787,-10.899,224149,Terrain vague,AR7VA9B1187B99CFFF,0.212045406,SOVFCKE12A8C141CF4,131.509,chanson,2004
Dubrovnic,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,212.13995,0.652367864,37.15735675,-63.93335787,-4.727,421964,Concert,AR7VA9B1187B99CFFF,0.212045406,SOTSOTJ12AB01872E4,86.092,chanson,0
"Grand-mA""re",0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,221.3873,0.652367864,37.15735675,-63.93335787,-7.467,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,,SOMRAFQ12AB0186104,182.376,chanson,1999
Femme du guerrier,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,278.12526,0.652367864,37.15735675,-63.93335787,-10.032,421961,Rue du temps,AR7VA9B1187B99CFFF,,SOFGKES12AB018930D,209.384,chanson,1997
Flute,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,247.32689,0.652367864,37.15735675,-63.93335787,-11.61,421963,Croc' noces,AR7VA9B1187B99CFFF,0.355285536,SOOPMHL12AB0186150,71.084,chanson,2001
De rien,0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,189.85751,0.652367864,37.15735675,-63.93335787,-10.82,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.355285536,SOMYXOW12AB0186102,99.839,chanson,1999
If You Hang Around Long Enough,0.437866012,ARX9L381187B9B7265,Mac McAnally,183.53587,0.573039791,37.15735675,-63.93335787,-6.601,606364,Down By The River,ARVYKVI1187B9B9181,0.494489518,SOYIZYC12AB01833BF,174.268,singer-songwriter,0
Stand,0.437735968,ARDM8331187B9B947E,Pedro Aznar,194.61179,0.597702904,-34.60852,-58.37354,-7.683,509441,David Y Goliath,ARAUYWC1187FB545DF,0.215080319,SOHRPJS12AB0180A12,110.178,chanson,1995
Amor De Juventud,0.437735968,ARDM8331187B9B947E,Pedro Aznar,368.3522,0.597702904,-34.60852,-58.37354,-16.223,509441,David Y Goliath,ARAUYWC1187FB545DF,0.425124658,SOWKBEA12AB0180A0A,127.279,chanson,1995
Grow Proper,0.437711291,ARLFUII1187FB565E5,I Wayne,244.32281,0.682067848,37.15735675,-63.93335787,-5.587,134156,Lava Ground,ARGYA2F1187FB41EA4,0.464923994,SOQHIVV12A6D4FB2BE,67.606,roots reggae,2005
Wave,0.43759098,ARLCQZN1187B9AF634,Patti Smith Group,284.21179,0.666787431,37.15735675,-63.93335787,-20.058,302123,Original Album Classics,AR9B5JX1187FB55D84,,SOKMQOO12A8C136C82,76.814,garage rock,1979
Stardust,0.437494807,ARZWPWP1241B9CA793,Henry Mancini,182.282,0.695422285,37.15735675,-63.93335787,-18.637,182814,Reader's Digest Music: The Best Of Henry Mancini: The 1981 Reader's Digest Recordings Volume 2,ARZ8KO81187B9B1B7C,0.26376759,SOCMUVE12A8AE47257,70.769,instrumental pop,0
National Fencibles March,0.437494807,ARZWPWP1241B9CA793,Henry Mancini,187.74159,0.695422285,37.15735675,-63.93335787,-11.088,774097,Sousa In Hi-Fi,ARZ8KO81187B9B1B7C,0,SOEDEOK12AB0187B66,118.719,instrumental pop,0
Canta Brasil,0.437464554,AR9JNFU1187B9B9868,Gal Costa,193.35791,0.720823972,37.15735675,-63.93335787,-10.844,388945,Classic Latino,ARVK1G41187FB37421,,SOWSLOF12AB017FE36,137.941,brazilian pop music,1981
Me Recuso,0.437464554,AR9JNFU1187B9B9868,Gal Costa,252.02893,0.720823972,37.15735675,-63.93335787,-17.225,706684,Caras E Bocas,ARVK1G41187FB37421,0.360370583,SOJCZUF12AB018A68B,149.039,brazilian pop music,1977
Noites Cariocas (Minhas Noites Sem Sono),0.437464554,AR9JNFU1187B9B9868,Gal Costa,189.57016,0.720823972,37.15735675,-63.93335787,-12.485,500763,Minha Voz_ Minha Vida,ARVK1G41187FB37421,0.413739836,SOWSLMW12AB017DA7D,177.281,brazilian pop music,0
Camisa Amarela,0.437464554,AR9JNFU1187B9B9868,Gal Costa,171.85914,0.720823972,37.15735675,-63.93335787,-10.874,424639,Aquarela Do Brasil,ARVK1G41187FB37421,,SOSYHBX12A8C1417B8,118.047,brazilian pop music,1980
Wave,0.437464554,AR9JNFU1187B9B9868,Gal Costa,230.47791,0.720823972,37.15735675,-63.93335787,-14.743,151102,Live At The Blue Note,ARVK1G41187FB37421,,SOQHXOA12A8C136BF9,123.871,brazilian pop music,1999
Meu Bem Meu Mal (Mi Bien Mi Mal),0.437464554,AR9JNFU1187B9B9868,Gal Costa,242.9122,0.692615861,-23.6361,-46.71173,-25.63,532273,Cores_ Nomes,ARVK1G41187FB37421,0.454192988,SOAVRJE12A58A798CE,145.099,brazilian pop music,0
Filosofia Pura,0.437464554,AR9JNFU1187B9B9868,Gal Costa / Maria BethAC/nia,231.70567,0.720823972,37.15735675,-63.93335787,-8.753,689973,Ciclo,ARVK1G41187FB37421,,SOBTSWX12AC46891BB,73.411,brazilian pop music,0
 -start ID-,0.437050558,ARHXIOW1187FB3AF67,The Mad Capsule Markets,12.12036,0.54768466,37.4876,139.83829,-17.425,162891,CiSTm KonFLiqt,AR1UDIH1187B9B6064,,SOEKRSK12A8C13CFB2,137.537,hard rock,0
Good Day (Live),0.437050558,ARHXIOW1187FB3AF67,The Mad Capsule Markets,244.55791,0.54768466,37.4876,139.83829,-4.566,166237,020120 (Live),AR1UDIH1187B9B6064,,SONYXUW12A8C13EE49,122.732,hard rock,0
Loud Up!!,0.437050558,ARHXIOW1187FB3AF67,The Mad Capsule Markets,161.01832,0.54768466,37.4876,139.83829,-4.279,166699,1997-2004 (Hits),AR1UDIH1187B9B6064,,SOLPKNI12A8C13CA50,170.94,hard rock,2004
Evil Hearted Ada,0.437001919,ARDK87R1187B98D51C,Flamin' Groovies,199.96689,0.559317502,37.15735675,-63.93335787,-5.24,302022,Teenage Head,ARDQKMM1187FB3F4F0,0.661651391,SOHANQX12A8C13C2C4,235.405,power pop,1971
Carol,0.437001919,ARDK87R1187B98D51C,Flamin' Groovies,195.39546,0.559317502,37.15735675,-63.93335787,-3.215,302022,Teenage Head,ARDQKMM1187FB3F4F0,0.600853803,SOOCTOA12A8C13C2BD,172.502,power pop,1999
Step Up,0.437001919,ARDK87R1187B98D51C,Flamin' Groovies,199.49669,0.559317502,37.15735675,-63.93335787,-9.113,248385,Step Up,ARDQKMM1187FB3F4F0,0.248418733,SOLIDWN12A8C1411A5,159.337,power pop,1991
Call Me Lightning,0.437001919,ARDK87R1187B98D51C,Flamin' Groovies,207.28118,0.559317502,37.15735675,-63.93335787,-10.179,75273,Kicks,ARDQKMM1187FB3F4F0,0.319565987,SOYFPUW12A6D223ADC,94.15,power pop,0
Je me sens bien pasta fagioli,0.436971931,ARYC4561187FB4F2B1,Chatelaine,150.17751,0.481336048,54.31407,-2.23001,-8.374,657961,Corps A  corps,ARHWF321187B99AAC8,,SOWMTOJ12AB018BBF2,135.344,country rock,0
Time to come true,0.43678295,ARVWNTI1269FB34C59,SOJA,235.17995,0.612640524,37.15735675,-63.93335787,-7.7,421820,Peace in a time of war,ARVIZLO1187FB3DA48,,SOJCOPL12AB01886A1,145.949,roots reggae,0
Watch Them,0.43678295,ARVWNTI1269FB34C59,SOJA,295.49669,0.612640524,37.15735675,-63.93335787,-9.32,773670,Soldiers of Jah Army,ARVIZLO1187FB3DA48,,SOGELYI12AB01886B1,124.771,roots reggae,0
Be Aware,0.43678295,ARVWNTI1269FB34C59,SOJA,221.09995,0.612640524,37.15735675,-63.93335787,-5.781,773700,Stars and Stripes,ARVIZLO1187FB3DA48,,SOONUVQ12AB018889B,102.581,roots reggae,0
Le Temps Des Cerises,0.43676907,ARC0MTS1187FB44C21,Toots Thielemans,109.16526,0.641172818,50.84838,4.34968,-19.736,295173,Chez Toots,ARFACVS1187B98C226,0.304169503,SOKIHWH12A8C13AA35,63.334,latin jazz,1998
Sophisticated Lady,0.43676907,ARC0MTS1187FB44C21,Toots Thielemans,302.62812,0.641172818,50.84838,4.34968,-16.252,398646,Only Trust Your Heart,ARFACVS1187B98C226,,SONRBMW12AB017E52D,68.326,latin jazz,1955
Five For Ellis,0.43676907,ARC0MTS1187FB44C21,Toots Thielemans,119.71873,0.641172818,50.84838,4.34968,-12.192,57363,Aquarela Do Brasil,ARFACVS1187B98C226,0,SOUROWU12A6D4F8EA6,218.681,latin jazz,0
The Windmills Of Your Mind,0.43676907,ARC0MTS1187FB44C21,Toots Thielemans,181.55057,0.641172818,50.84838,4.34968,-18.006,57377,Footprints,ARFACVS1187B98C226,,SOJGPHT12A6D4FA2BF,121.971,latin jazz,0
An Mouvman,0.436730221,AR05NQH1187B98E875,Kassav',268.90404,0.601395113,37.15735675,-63.93335787,-8.158,288001,Se Nou Manm (Live Au Zenith),ARTIJDU1187FB589E2,0,SOLIWUR12A58A7D769,147.781,zouk,2009
Medley Final,0.436730221,AR05NQH1187B98E875,Kassav',655.67302,0.601395113,37.15735675,-63.93335787,-8.294,288001,Se Nou Manm (Live Au Zenith),ARTIJDU1187FB589E2,,SOEPZJJ12A58A7C130,134.086,zouk,0
Loko,0.436730221,AR05NQH1187B98E875,Kassav',335.56853,0.601395113,37.15735675,-63.93335787,-6.824,289937,Nou La,ARTIJDU1187FB589E2,0,SODTEEH12A8C133B01,97.999,zouk,2000
Mate Tron,0.43659934,ARIMJFK1187FB4ED3E,Luke Vibert,420.15302,0.632718261,37.15735675,-63.93335787,-9.801,793116,Mate Tron,ARYPTWE1187FB49D64,0.400039657,SOZTOSX12AC468AD34,125.008,trip hop,2007
Gwithian,0.43659934,ARIMJFK1187FB4ED3E,Luke Vibert,418.79465,0.632718261,37.15735675,-63.93335787,-15.199,246707,Lover's Acid,ARYPTWE1187FB49D64,0.531580241,SOKJRSY12A58A7AA78,101.905,trip hop,2005
LFO [Original by LFO],0.43659934,ARIMJFK1187FB4ED3E,Luke Vibert,347.8722,0.632718261,37.15735675,-63.93335787,-5.388,575413,Warp20 (Recreated),ARYPTWE1187FB49D64,0.556835556,SORIGHO12AB0184BED,65.658,trip hop,0
Kill Miss America (Album Version),0.436329934,ARKT5SH1187B9AE8BF,Murderdolls,147.51302,0.655995346,34.09834,-118.32674,-4.063,112144,Beyond The Valley Of The Murderdolls,ARSSVYX1269FCD5B29,0.640779216,SOEEWKM12A8C13B9FF,195.317,heavy metal,2002
Shadow,0.436220548,ARDDTL91187B9974A7,Warren Barfield,207.51628,0.651957877,37.15735675,-63.93335787,-6.748,578327,Reach,AR3USQW1187FB4A90D,0,SOYVONC12AB0187167,117.985,ccm,2006
Unleashed,0.436220548,ARDDTL91187B9974A7,Warren Barfield,216.81587,0.651957877,37.15735675,-63.93335787,-6.352,578327,Reach,AR3USQW1187FB4A90D,,SOYJPUH12AF72AB2C8,196.13,ccm,2006
Song For Stephin Merritt,0.436044792,AR1SYBE1187B992798,Kira,193.17506,0.580600204,51.27156,7.19655,-10.134,763854,The Rail Train_ The Meadow_ The Freeway & The Shadows,ARMLFKM1187FB45667,0.288481643,SOBLYYF12AB018924E,69.167,eurodance,0
The Sirius Deception (Album Version),0.435808285,ARR46IW1187FB51C2E,Nicholas Hooper,154.38322,0.572943396,37.15735675,-63.93335787,-19.751,117369,Harry Potter And The Order Of The Phoenix Original Motion Picture Soundtrack,ARU52PB1187FB58E46,0,SOQCUBJ12A8C13FEC6,98.509,soundtrack,0
"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",0.435808285,ARR46IW1187FB51C2E,Nicholas Hooper,214.90893,0.572943396,37.15735675,-63.93335787,-29.51,505179,Harry Potter And The Half-Blood Prince - Original Soundtrack,ARU52PB1187FB58E46,,SOHDPIN12AC960DAC9,93.633,soundtrack,0
"Of Love & War (""Harry Potter & The Half-Blood Prince"")",0.435808285,ARR46IW1187FB51C2E,Nicholas Hooper,77.60934,0.572943396,37.15735675,-63.93335787,-19.015,505179,Harry Potter And The Half-Blood Prince - Original Soundtrack,ARU52PB1187FB58E46,0.578274893,SOEPXYF12AB01821CA,155.659,soundtrack,0
Machopolka,0.435798645,AR68V7Z1187B9A2FCA,Polkaholix,190.56281,0.469788161,51.16418,10.45415,-6.196,149290,The Great Polka Swindle,ARU035Y1187FB55823,,SORLKWU12A8C137F18,144.001,polka,2007
Krause seine Kreuzpolka,0.435798645,AR68V7Z1187B9A2FCA,Polkaholix,196.93669,0.469788161,51.16418,10.45415,-4.586,149290,The Great Polka Swindle,ARU035Y1187FB55823,,SOMKHES12A8C137EFC,118.892,polka,2007
Full Of Voices,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,205.7922,0.621121051,37.15735675,-63.93335787,-8.059,420490,Live Radio Sessions,ARFAR1D1187B9AC420,,SOGINAY12A8C138666,129.488,chamber pop,2005
Birch,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,370.02404,0.621121051,37.15735675,-63.93335787,-13.538,420820,Lady Sleep,ARFAR1D1187B9AC420,,SOCIFIF12A8C1378E5,243.981,chamber pop,2005
Polyester,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,228.80608,0.621121051,37.15735675,-63.93335787,-10.688,420743,Infinite Love Songs,ARFAR1D1187B9AC420,,SOZANDJ12A8C138EAD,146.184,chamber pop,2001
Sleepy Lad,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,174.23628,0.621121051,37.15735675,-63.93335787,-14.689,420564,Help Me,ARFAR1D1187B9AC420,0.299877488,SOFWWIA12AB01884A1,77.006,chamber pop,2004
Let Me Out,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,295.60118,0.621121051,37.15735675,-63.93335787,-12.397,420743,Infinite Love Songs,ARFAR1D1187B9AC420,0.467365631,SOPVVJD12A58A7CA8D,65.941,chamber pop,2001
Creep Live Version,0.43568407,ARS0W831187B9AF0B7,Maximilian Hecker,330.63138,0.621121051,37.15735675,-63.93335787,-13.527,420745,Daylight,ARFAR1D1187B9AC420,0.39169489,SOXQXTB12AB018ADB0,70.784,chamber pop,0
Midnight  (LP Version),0.435633741,ARFKY7F1187FB3EFAC,Axe,211.53914,0.615575255,52.88356,-1.97406,-7.465,203312,Nemesis,AR0YTWT1187FB3D62F,,SOJHGDB12A8C137470,157.614,hard rock,1983
Trouble In The City,0.435468899,AR93D4D1187FB3ACAD,J.J. Cale,202.94485,0.675766804,35.472,-97.52033,-18.863,22096,#8,ARWBYRS1187FB3DE02,,SONUYNP12C41E0741F,133.398,blues-rock,1983
Midnight In Memphis,0.435468899,AR93D4D1187FB3ACAD,J.J. Cale,263.94077,0.67577137,35.472,-97.52033,-14.293,94209,The Very Best Of J.J. Cale,ARWBYRS1187FB3DE02,0.557313136,SOICEAK12A6D4F4819,111.492,blues-rock,1997
Losers,0.435468899,AR93D4D1187FB3ACAD,J.J. Cale,160.62649,0.67577137,35.472,-97.52033,-15.6,22096,#8,ARWBYRS1187FB3DE02,0.304169503,SOEEBCV12A6D4F76A2,136.273,blues-rock,1983
Sporting Life Blues (Album Version),0.435468899,AR93D4D1187FB3ACAD,J.J. Cale & Eric Clapton,211.17342,0.675771367,35.472,-97.52033,-14.259,47666,The Road To Escondido,ARWBYRS1187FB3DE02,0.436751763,SOJKFQE12A58A7CA77,113.151,blues-rock,0
Tulip,0.435463818,ARC3EZO1187B9B9314,Angels,221.41342,0.699035755,-24.9162,133.39311,-6.335,735421,Time Is Ripe,ARUKN9H1187B9B71C8,,SOXIQTE12AC468D65F,102.967,hard rock,0
Fifi,0.435463818,ARC3EZO1187B9B9314,Angels,235.17995,0.699035755,-24.9162,133.39311,-6.394,735421,Time Is Ripe,ARUKN9H1187B9B71C8,,SOORCRP12AC468E63A,70.116,hard rock,0
Big Girl Blues,0.435252324,AR7ISJJ1187B9B2CD6,Danny Barnes,169.482,0.474983458,31.1689,-100.07715,-12.427,503121,Get Myself Together,ARX7PML1187B9989FE,0.239629098,SOBXFRU12AB018597B,83.277,progressive bluegrass,2005
Cumberland Gap,0.435252324,AR7ISJJ1187B9B2CD6,Danny Barnes,160.46975,0.474983458,31.1689,-100.07715,-13.579,503121,Get Myself Together,ARX7PML1187B9989FE,0.239629098,SOOVPDF12AB0182A9A,189.782,progressive bluegrass,2005
How Do I Maintain Pt. II,0.435239237,ARZ8MVL1187FB41D17,Shout Out Out Out Out,233.9522,0.579135433,35.85683,129.2459,-7.571,571646,Reintegration Time,ARZGLDN1187B9B5C22,0,SOFIUCS12AB01896AD,120.006,alternative dance,2009
VolcA!n,0.435144672,AR6GJDZ1187B991E46,KALIMBA,352.67873,0.697887822,19.4319,-99.13285,-6.282,662932,Amar y Querer (Homenaje a Las Grandes Canciones),ARDI4G31187B98A28E,0.450762242,SOZBOLJ12AB018B0EC,80.484,death core,2009
Al Final,0.435144672,AR6GJDZ1187B991E46,KALIMBA,297.63873,0.697887822,19.4319,-99.13285,-5.985,662932,Amar y Querer (Homenaje a Las Grandes Canciones),ARDI4G31187B98A28E,0.450762242,SOCFLRU12AB018B0E2,65.246,death core,2009
Nunca Sabras,0.435144672,AR6GJDZ1187B991E46,KALIMBA,229.14567,0.697887822,19.4319,-99.13285,-6.062,493076,Negroklaro,ARDI4G31187B98A28E,0.494469709,SOQBGKC12AB0184F05,77.722,death core,2007
No Volveras A Mi,0.435144672,AR6GJDZ1187B991E46,KALIMBA,208.09098,0.697887822,19.4319,-99.13285,-5.637,493076,Negroklaro,ARDI4G31187B98A28E,,SOULCSR12A58A7AAB7,133.994,death core,2007
Head Over Heels,0.435127195,ARXALW01187FB4B466,Sylvia Tosun,575.79057,0.525869437,40.71455,-74.00712,-6.319,703170,Head Over Heels - Club Mixes,ARDBKQE1250941017C,,SONYFKQ12A58A7B29F,127.968,progressive house,2004
For The Singer Of R.E.M.,0.434976032,ARMH10M1187FB4184F,fIREHOSE,201.22077,0.65103938,37.15735675,-63.93335787,-14.582,86064,Sometimes,ARDVZTE1187FB5A0A1,0,SOCZJSH12A6D4F7636,179.008,glam metal,0
Things Could Turn Around,0.434976032,ARMH10M1187FB4184F,fIREHOSE,190.51057,0.65103938,37.15735675,-63.93335787,-10.507,86068,Ragin'_ Full-On,ARDVZTE1187FB5A0A1,,SOJXLZA12A6D4F7664,136.13,glam metal,0
Rock On The Radio,0.434976032,ARMH10M1187FB4184F,Firehouse,285.3873,0.65103938,37.15735675,-63.93335787,-10.181,283059,Firehouse,ARDVZTE1187FB5A0A1,0.55823696,SOHIWMN12A8C1315B6,169.866,glam metal,1990
Talk Of The Town,0.434976032,ARMH10M1187FB4184F,Firehouse,278.12526,0.65103938,37.15735675,-63.93335787,-7.352,282908,Hold Your Fire,ARDVZTE1187FB5A0A1,,SOYPMHZ12AF72A31BD,119.423,glam metal,1992
Don't Treat Me Bad,0.434976032,ARMH10M1187FB4184F,Firehouse,258.2722,0.65103938,37.15735675,-63.93335787,-7.178,282985,Good Acoustics,ARDVZTE1187FB5A0A1,0.722289007,SOEMSEL12A8C133A42,109.993,glam metal,1990
Goodness & Mercy,0.434930158,ARXGWNG1187FB503A5,Ini Kamoze,236.56444,0.621825362,37.15735675,-63.93335787,-9.881,664421,Fatis Presents Ini Kamoze,AR2JOYQ1187FB3CD29,0.240374589,SODGZCH12AB0183AE6,165.111,dancehall,0
Here Comes The Hotstepper,0.434930158,ARXGWNG1187FB503A5,Ini Kamoze,242.59873,0.621825362,37.15735675,-63.93335787,-3.695,288833,100 R&B Classics - The Anthems,AR2JOYQ1187FB3CD29,,SOONJAI12A8C135254,100.339,dancehall,1995
